movie,content,aspect,sentiment
千と千尋の神隠し,很久以前看过的动画片，又重温了一次，还是觉得那么好看，只是感触更深了，当千寻对着因贪婪而变成猪的爸爸妈妈大喊：不要变太胖，否则会被人宰了吃的。这么深刻的道理简单明了的就表达出来了。,映像効果,0.9999998915643373
千と千尋の神隠し,好我喜欢宫崎骏的动漫，每部都看过，喜欢千寻的善良，结局很暖心。,ストーリー,0.9999994393190343
千と千尋の神隠し,印象最深的是千寻汤婆婆一群人齐心协力帮河神清除污垢的那一段。宫崎骏总是在自己的动画里加入环保这些概念 还有汤婆婆对孩子的溺爱又折射了现实里父母溺爱孩子 孩子啃老的一些看法 很多地方值得我们深思 动画佳作,映像効果,0.9999999997880762
千と千尋の神隠し,"《千与千寻》是我最爱的电影之一。如今坐在高铁上穿过漫长的距离，我依然会听到其中的歌曲，想起火车穿越寂静海洋的一幕。这么多年，我看了好多遍，每个场景都历历在目。小时候看不懂的情节，成年后再看才懂其中的深意。每次看到善良的千寻，想要清洁肮脏不堪的怪物那一幕，我都会忍不住掉泪。
宫崎骏创造的世界是那么善良，所有的恶人并非真的坏到极致，所有的善美在他的世界里都有人看守，有人呵护。这大概就是成年后再看也止不住的掉泪的原因。成人的世界里，沉默不言的善，有时没有人守护，坏人可能很坏很坏，你身边的朋友，在你遇到困难时，也只会逃开。很多的时候，你都孤立无援，一个人成长，无人守护。
我并不会觉得宫崎骏创造的世界是骗局。它是期望，是对一个更好世界，带着淡淡悲伤的向往。不能忘了自己最初的名字，不能忘了出发的地方。",ストーリー,1.0
千と千尋の神隠し,"《千与千寻》是我最爱的电影之一。如今坐在高铁上穿过漫长的距离，我依然会听到其中的歌曲，想起火车穿越寂静海洋的一幕。这么多年，我看了好多遍，每个场景都历历在目。小时候看不懂的情节，成年后再看才懂其中的深意。每次看到善良的千寻，想要清洁肮脏不堪的怪物那一幕，我都会忍不住掉泪。
宫崎骏创造的世界是那么善良，所有的恶人并非真的坏到极致，所有的善美在他的世界里都有人看守，有人呵护。这大概就是成年后再看也止不住的掉泪的原因。成人的世界里，沉默不言的善，有时没有人守护，坏人可能很坏很坏，你身边的朋友，在你遇到困难时，也只会逃开。很多的时候，你都孤立无援，一个人成长，无人守护。
我并不会觉得宫崎骏创造的世界是骗局。它是期望，是对一个更好世界，带着淡淡悲伤的向往。不能忘了自己最初的名字，不能忘了出发的地方。",映像効果,1.0
千と千尋の神隠し,日式动画片和好莱坞动画片无论从立意还是角度都是截然不同的。,映像効果,0.9692004769142776
千と千尋の神隠し,忘了名字就不能回家、贪吃就会被变成猪、不努力工作就无法留下，这些小孩子无稽之谈的幻想进入到画面中，电影替人做了一场白日童梦。白龙莫名的守护、无脸男持续地相随、小少爷义气地相助，千寻的一路多幸运。每一天都是一场道别，幸好故事里还有信念能够追随。可现实里太多无可挽回，倒不如一梦方休。,ストーリー,0.9999999998605165
千と千尋の神隠し,忘了名字就不能回家、贪吃就会被变成猪、不努力工作就无法留下，这些小孩子无稽之谈的幻想进入到画面中，电影替人做了一场白日童梦。白龙莫名的守护、无脸男持续地相随、小少爷义气地相助，千寻的一路多幸运。每一天都是一场道别，幸好故事里还有信念能够追随。可现实里太多无可挽回，倒不如一梦方休。,映像効果,0.9999999998605165
千と千尋の神隠し,日本经典动画片，再来重温还是觉得很好看。里面揭露了人性的贪婪，环境的污染以及感恩的心，真的是都很有深度的动画片！,映像効果,0.999999345990945
千と千尋の神隠し,光配乐就值5星,音響,0.18683097329880405
千と千尋の神隠し,年少时的感动，这一辈子都无法忘记。征服了全世界的不仅仅是宫崎骏老爷子高超的创作兼执导力，吉卜力精湛的制作以及回归纯真的主题内核，那些寓意深长的日本民间神话和传说更让整部电影充满了魔力。,ストーリー,0.9999999999936582
千と千尋の神隠し,曾经发生过的事是不可能忘记的，只是一时想不起来罢了！！是啊！就好比有些事是不敢再去想不敢再去回忆了，然后久而久之可能会一时遗忘了，但并不代表永远都忘记了！当记忆之门被某些事物触发，回忆就会涌上心头。。。另外！还有句台词印象挺深刻的，不要吃太多，吃太多会被杀掉的！猪(￣(●●)￣),演技,0.9999784605547329
千と千尋の神隠し,有种极其细微而隐秘的宏大——占领华尔街运动最盛的时候我曾经看了几篇关于《绿野仙踪》与批判资本主义之间关联的文章，于是在电影院看这部的时候也不自觉地开始剖析文本之下掩藏的秘密，得到了许多非常诡异的结论。,ストーリー,0.9999999940068962
千と千尋の神隠し,"宫老先生的作品都特别喜欢,千与千寻不间断地看过几次，配音好听，听说剧情内容含义很大。",ストーリー,0.9986127219891442
千と千尋の神隠し,我最喜欢的宫崎骏作品，也是看的次数最多的动画片。从初一开始看，不知道看了多少遍。,映像効果,0.9979400751174471
千と千尋の神隠し,最爱的宫崎骏动漫，千寻是最爱的角色，善良勇敢。配乐也好听。,演技,0.9999986378586583
千と千尋の神隠し,最爱的宫崎骏动漫，千寻是最爱的角色，善良勇敢。配乐也好听。,音響,0.9999986378586583
千と千尋の神隠し,这是我看的第一部宫崎骏的动画 是高中一个特别放荡不羁的美术老师在课上放的 我开始都没怎么看懂 倒是被里面的人物形象（无脸男）吓得不清 当时一个人住宿舍 晚上睡觉都会害怕 哈哈 不过它的剧情还是很不错 给人很多深思 由于被吓得不清 我就看过一遍 宫崎骏其他的动画倒是看过很多次,ストーリー,0.9999999762596935
千と千尋の神隠し,这是我看的第一部宫崎骏的动画 是高中一个特别放荡不羁的美术老师在课上放的 我开始都没怎么看懂 倒是被里面的人物形象（无脸男）吓得不清 当时一个人住宿舍 晚上睡觉都会害怕 哈哈 不过它的剧情还是很不错 给人很多深思 由于被吓得不清 我就看过一遍 宫崎骏其他的动画倒是看过很多次,映像効果,0.9999999762596935
千と千尋の神隠し,千与千寻是我最喜欢的动漫电影，宫崎骏的电影我都很喜欢，天空之城，龙猫等，喜欢这种讲述人与人，人与自然的关系的动漫电影。我觉得千与千寻告诉我们，人不能太贪婪，最后只会害了自己。也告诉我们人间温情，和爱。,ストーリー,0.9999999979707916
千と千尋の神隠し,每年都会重温的动画电影，每次看都有新的感觉新的发现。,映像効果,0.9995940853221845
千と千尋の神隠し,这是一个没有武器和超能力打斗的冒险故事，描述的不是正义和邪恶的斗争，而是在善恶交错的社会里如何生存。,ストーリー,0.999969269826952
千と千尋の神隠し,这是一个没有武器和超能力打斗的冒险故事，描述的不是正义和邪恶的斗争，而是在善恶交错的社会里如何生存。,映像効果,0.999969269826952
千と千尋の神隠し,最喜欢的宫崎骏作品之一。。太经典了。。日本动画太有前途。。一贯的宫崎骏风格。。自然人性真善美。。,映像効果,0.9999927567856893
千と千尋の神隠し,吉卜力所有动画中最喜欢的一部,映像効果,0.9868494230392828
千と千尋の神隠し,我应该早些年看这部动画片的，心理年龄的差距让我观后无感，甚至觉得无趣。还有白龙那发型怎么看都像是个女的。被高评价欺骗了，日本动画片真的不适合我。,映像効果,0.48081757174388395
千と千尋の神隠し,一度觉得动画、动漫就应该是这幅样子，每一帧都值得截图，宫崎骏最经典的动漫电影之一。有些大人get不到的点，孩子们却容易注意，比如:吃太多了，都被惩罚变成猪了!或许孩子们不懂得贪婪这个词，但却知道克制自己再不会暴饮暴食了吧,映像効果,0.999999854694767
千と千尋の神隠し,"一个关于寻找自我的故事
我并不太喜欢",ストーリー,0.9393914278023185
千と千尋の神隠し,"显示人类真善美，地道的二维日本动画,值得回味~~",映像効果,0.9999255509604128
千と千尋の神隠し,剧情是千寻一家人来到废弃游乐场探险，爸妈因为吃了食物变成猪，千寻独自一人在游乐场生存并救爸妈的故事。千寻也具备许多优点，坚强勇敢，不放弃的精神。也得到了许多人的帮助。最终凭借勤奋善良解救爸妈。很温馨朴实的动画。老少皆宜合家欢电影。无脸怪也很有趣，但过程略显平淡。整体一般吧！,ストーリー,1.0
千と千尋の神隠し,剧情是千寻一家人来到废弃游乐场探险，爸妈因为吃了食物变成猪，千寻独自一人在游乐场生存并救爸妈的故事。千寻也具备许多优点，坚强勇敢，不放弃的精神。也得到了许多人的帮助。最终凭借勤奋善良解救爸妈。很温馨朴实的动画。老少皆宜合家欢电影。无脸怪也很有趣，但过程略显平淡。整体一般吧！,映像効果,1.0
千と千尋の神隠し,2020的第一天看了这场电影，老实说我不理解为什么评分那么高，没什么共鸣，只是一个很温馨的小故事。,ストーリー,0.9458695435183134
千と千尋の神隠し,不是跟风  连续看了好几部宫崎骏的动画  就这部画质感人  BGM感人  情节感人,ストーリー,0.9999995446195351
千と千尋の神隠し,不是跟风  连续看了好几部宫崎骏的动画  就这部画质感人  BGM感人  情节感人,映像効果,0.9999995446195351
千と千尋の神隠し,影片里一句台词记忆深刻:“不要吃太多，不然会变成猪的！”无脸男这个动画人物也因为这部影片超受欢迎。,演技,0.9992663541901147
千と千尋の神隠し,影片里一句台词记忆深刻:“不要吃太多，不然会变成猪的！”无脸男这个动画人物也因为这部影片超受欢迎。,映像効果,0.9992663541901147
千と千尋の神隠し,非常喜欢的一部动画电影，喜欢无脸男。,映像効果,0.8989749764915093
千と千尋の神隠し,很经典的一部动画片，童趣而又温馨，同时还富含一定的人生哲理，有些事情是不会忘记的。,映像効果,0.9996727639771037
千と千尋の神隠し,情绪崩溃的时候就看这个，不知道为什么很治愈。,演技,0.8785130080651944
千と千尋の神隠し,"1.影片呈现的异世界固然奇妙无比,但导演似乎并未把这个世界看作神奇的东西,而是将其如我们普通人经历的日常生活一般“拍摄”下来.同理还有千奇百怪的动画角色,他像对待真实的人类演员那样,令角色置身于精心设计的叙事迷宫&外部因素体验中不断丰满~升华.在渡过不明所以的前15分钟,便能彻底沦为临境共情的一员,由千寻迈进隧道的那刻起,无尽梦幻的异世界冒险之旅开启了.2.从一个场景到另一个场景,从一种情绪到另一种情绪,从恐怖-悲剧滑向喜剧的无缝连接&诸多场景不含对话,只借助色彩/声效/角色&情绪的流畅运动创造超现实效果的动画图像.3.成长寓言的三大主角:千寻/无脸男/白龙,其共质是与自身所处社会产生脱节.他们是孤独/被误解/被忽视的.4.生命力的发掘来源于与社会的沟通,互助&关爱是打破孤独、寻回自我的钥匙.“发生过的事情不会忘记,只是想不起而已”.",ストーリー,1.0
千と千尋の神隠し,"1.影片呈现的异世界固然奇妙无比,但导演似乎并未把这个世界看作神奇的东西,而是将其如我们普通人经历的日常生活一般“拍摄”下来.同理还有千奇百怪的动画角色,他像对待真实的人类演员那样,令角色置身于精心设计的叙事迷宫&外部因素体验中不断丰满~升华.在渡过不明所以的前15分钟,便能彻底沦为临境共情的一员,由千寻迈进隧道的那刻起,无尽梦幻的异世界冒险之旅开启了.2.从一个场景到另一个场景,从一种情绪到另一种情绪,从恐怖-悲剧滑向喜剧的无缝连接&诸多场景不含对话,只借助色彩/声效/角色&情绪的流畅运动创造超现实效果的动画图像.3.成长寓言的三大主角:千寻/无脸男/白龙,其共质是与自身所处社会产生脱节.他们是孤独/被误解/被忽视的.4.生命力的发掘来源于与社会的沟通,互助&关爱是打破孤独、寻回自我的钥匙.“发生过的事情不会忘记,只是想不起而已”.",演技,1.0
千と千尋の神隠し,"1.影片呈现的异世界固然奇妙无比,但导演似乎并未把这个世界看作神奇的东西,而是将其如我们普通人经历的日常生活一般“拍摄”下来.同理还有千奇百怪的动画角色,他像对待真实的人类演员那样,令角色置身于精心设计的叙事迷宫&外部因素体验中不断丰满~升华.在渡过不明所以的前15分钟,便能彻底沦为临境共情的一员,由千寻迈进隧道的那刻起,无尽梦幻的异世界冒险之旅开启了.2.从一个场景到另一个场景,从一种情绪到另一种情绪,从恐怖-悲剧滑向喜剧的无缝连接&诸多场景不含对话,只借助色彩/声效/角色&情绪的流畅运动创造超现实效果的动画图像.3.成长寓言的三大主角:千寻/无脸男/白龙,其共质是与自身所处社会产生脱节.他们是孤独/被误解/被忽视的.4.生命力的发掘来源于与社会的沟通,互助&关爱是打破孤独、寻回自我的钥匙.“发生过的事情不会忘记,只是想不起而已”.",映像効果,1.0
千と千尋の神隠し,"1.影片呈现的异世界固然奇妙无比,但导演似乎并未把这个世界看作神奇的东西,而是将其如我们普通人经历的日常生活一般“拍摄”下来.同理还有千奇百怪的动画角色,他像对待真实的人类演员那样,令角色置身于精心设计的叙事迷宫&外部因素体验中不断丰满~升华.在渡过不明所以的前15分钟,便能彻底沦为临境共情的一员,由千寻迈进隧道的那刻起,无尽梦幻的异世界冒险之旅开启了.2.从一个场景到另一个场景,从一种情绪到另一种情绪,从恐怖-悲剧滑向喜剧的无缝连接&诸多场景不含对话,只借助色彩/声效/角色&情绪的流畅运动创造超现实效果的动画图像.3.成长寓言的三大主角:千寻/无脸男/白龙,其共质是与自身所处社会产生脱节.他们是孤独/被误解/被忽视的.4.生命力的发掘来源于与社会的沟通,互助&关爱是打破孤独、寻回自我的钥匙.“发生过的事情不会忘记,只是想不起而已”.",音響,1.0
千と千尋の神隠し,一直很喜欢宫崎骏的动画，剧情很感人，印象最深的就是无脸男。,ストーリー,0.9999442948739148
千と千尋の神隠し,一直很喜欢宫崎骏的动画，剧情很感人，印象最深的就是无脸男。,映像効果,0.9999442948739148
千と千尋の神隠し,剧情乱糟糟啊！渣画风啊！妖怪各种难看啊！小白是塔矢变身是龙狗啊！无脸男是大虚原型啊！对龙猫里大吵大闹姐妹俩够无感了，千寻性格表情更难受啊！偶尔回忆还裸镜啊！主题再深刻再感人有毛用啊！原来这部这么坑爹啊！,ストーリー,0.2
千と千尋の神隠し,4.5/5。时隔十六年重看，印象依然鲜活，千寻抓着龙角在水下睁眼的镜头，是当年DVD版的封面，也是视听的神来之笔，突然的消音与特写暗示记忆的潜流，有杀人回忆结尾的效果。而相比龙猫的简洁隽永，这部在世界观的建构与投射上可谓暗藏杀机，从“过度开发的主题公园”进入，汤屋是隐含的资本主义机器，它的条理组织、等级制度、过剩生产都向欲望谄媚，但在真正进击的贪婪前，又是脆弱的，吃人不过是去人名、物化的肉身体现，很有趣的是，汤婆婆治下，身受的契约在人与人或制度之间签订，而经过河神/钱婆婆所象征的土地/本真/旧神的解毒，契约成了潜在而不言自明之物，是“我只能到这”和“别回头”的自治，而美术也应和这种对比，从文化符号琳琅满目的“工厂”，到田园牧歌式的飞翔与歌咏。现在看来，千寻一路也有开挂感，但全然真心，总是归途,ストーリー,0.2
千と千尋の神隠し,4.5/5。时隔十六年重看，印象依然鲜活，千寻抓着龙角在水下睁眼的镜头，是当年DVD版的封面，也是视听的神来之笔，突然的消音与特写暗示记忆的潜流，有杀人回忆结尾的效果。而相比龙猫的简洁隽永，这部在世界观的建构与投射上可谓暗藏杀机，从“过度开发的主题公园”进入，汤屋是隐含的资本主义机器，它的条理组织、等级制度、过剩生产都向欲望谄媚，但在真正进击的贪婪前，又是脆弱的，吃人不过是去人名、物化的肉身体现，很有趣的是，汤婆婆治下，身受的契约在人与人或制度之间签订，而经过河神/钱婆婆所象征的土地/本真/旧神的解毒，契约成了潜在而不言自明之物，是“我只能到这”和“别回头”的自治，而美术也应和这种对比，从文化符号琳琅满目的“工厂”，到田园牧歌式的飞翔与歌咏。现在看来，千寻一路也有开挂感，但全然真心，总是归途,映像効果,0.2
千と千尋の神隠し,这么多年一直记得一句台词：不要吃太胖啊，会被杀掉的,演技,0.5641410085876762
千と千尋の神隠し,我一直不知道这部电影到底哪里好看了。不就是一篇完全失去逻辑的意淫幻想吗？,ストーリー,0.9909937387497609
千と千尋の神隠し,在台湾九份的石阶路上，忽生戚戚之感，道“这里好像千与千寻中的场景啊”，结果发现真的是电影的原型，无以言表的兴奋惊喜。回来重看电影，又开始怀念九份的雨蒙蒙待在老松的家的夜，以及自那之后对榻榻米的喜爱。,映像効果,0.9999999768338038
千と千尋の神隠し,踏上宫崎骏之路的开端，细腻的画风，走心的剧情，深刻的思想，浅显的表达，一部就足够爱上并且以后几乎都没有失望过，动漫不仅属于小孩子也从这里开始。不喜欢日语发音，但是不影响它的好。迷失的人，连名字都可以忘掉，何况其他？,ストーリー,0.2
千と千尋の神隠し,踏上宫崎骏之路的开端，细腻的画风，走心的剧情，深刻的思想，浅显的表达，一部就足够爱上并且以后几乎都没有失望过，动漫不仅属于小孩子也从这里开始。不喜欢日语发音，但是不影响它的好。迷失的人，连名字都可以忘掉，何况其他？,演技,0.2
千と千尋の神隠し,甚少看动漫，但真的挺赞的，无论故事、画面还是配乐。,ストーリー,0.6043994306916077
千と千尋の神隠し,甚少看动漫，但真的挺赞的，无论故事、画面还是配乐。,映像効果,0.6043994306916077
千と千尋の神隠し,甚少看动漫，但真的挺赞的，无论故事、画面还是配乐。,音響,0.6043994306916077
千と千尋の神隠し,透明海水里缓缓前行的火车，充满日本风情的汤屋，细节最精美故事最天马行空的一部宫崎骏。小煤球们一如既往地可爱，最喜欢头顶红盘的大萝卜了！20190627大银幕重看，记忆回来的时候眼泪完全止不住。别回头，但会再见的，一定。20190714 陪妈妈再看，少女没有表情但目光坚定的侧脸让人心动。,ストーリー,0.9999999999716607
千と千尋の神隠し,大银幕重温就仿佛在看一部全新的电影一样，全身的每一个毛孔都在感受着宫崎骏画面中所蕴含的善意和温柔，所有的优点和缺点都被放大，但你依然心甘情愿地打出五星，不过，我真的是再也不想听到久石让廉价的音乐了。,映像効果,0.999449754605821
千と千尋の神隠し,大银幕重温就仿佛在看一部全新的电影一样，全身的每一个毛孔都在感受着宫崎骏画面中所蕴含的善意和温柔，所有的优点和缺点都被放大，但你依然心甘情愿地打出五星，不过，我真的是再也不想听到久石让廉价的音乐了。,音響,0.999449754605821
千と千尋の神隠し,八年后重看，仍是最爱的一部宫崎骏。故事和人物充满奇崛的幻想，情感落点又是那么温柔细腻，而电影中的种种，几乎都已经变成经典的符号。今时今日，头脑里匹配的却是一个初入社会的职场新人的故事，看到资本主义对劳动力的剥削，也看到爱和善良是如何做出强有力的反扑。走出这个世界的时候，不要回头。——电影在这时戛然而止，有谁不会感到失落呢？,ストーリー,0.9999999999999993
千と千尋の神隠し,小的时候看部动画电影，充满了不可思议，大了再回过头来看，反而对无脸男充满着更多的感情。,映像効果,0.9981150306264948
千と千尋の神隠し,这样好的作品是没有所谓的意义的，它既不影射也不隐喻，既不为谁发声也不承担使命，只是一段天马行空的故事，只是除了千寻的头绳之外谁也无法证明确实发生过的、一场大梦而已。,ストーリー,0.9999743175901082
千と千尋の神隠し,很纯真美好，但在配乐和深度上不及《幽灵公主》。,音響,0.952287253377795
千と千尋の神隠し,8/10。重温，不禁感叹动画场景和动作分镜是十分细化的工作，开场的隧道连接着一个内部圆柱耸立的钟楼，参天古树上成堆的石祠半埋在青苔里，突出了自我意识的迷失，结尾落满树叶的车是回归理性的工具。油屋是泡沫经济的缩影，无脸男代表贪求物质享乐的社会，流泥的躯体肆意变出金子令人们露出献媚的丑陋，汤婆婆是自私的权势者，夺取人的主体性（名字）变为奴隶，唯有油屋遇到大难：帮助淋浴的河神拔出瓶子，才会换一副嘴脸号召大家团结一心。细节充盈着角色性格：汤婆婆乌鸦似的窜上天，锅炉爷爷把垫子盖在千寻身上、手悬空调整垫子的怜爱，巨婴变成老鼠仍保留爱模仿的天性，学千寻踩印章上的怪虫，寻找锅炉爷爷下楼梯一幕更是经典，千寻紧贴着墙或用脚尖慢慢试探险峻的楼梯，一不小心踩歪快速下楼，深渊底部火车呼啸而过，镜头刻画的危险程度不断加深。,演技,1.0
千と千尋の神隠し,8/10。重温，不禁感叹动画场景和动作分镜是十分细化的工作，开场的隧道连接着一个内部圆柱耸立的钟楼，参天古树上成堆的石祠半埋在青苔里，突出了自我意识的迷失，结尾落满树叶的车是回归理性的工具。油屋是泡沫经济的缩影，无脸男代表贪求物质享乐的社会，流泥的躯体肆意变出金子令人们露出献媚的丑陋，汤婆婆是自私的权势者，夺取人的主体性（名字）变为奴隶，唯有油屋遇到大难：帮助淋浴的河神拔出瓶子，才会换一副嘴脸号召大家团结一心。细节充盈着角色性格：汤婆婆乌鸦似的窜上天，锅炉爷爷把垫子盖在千寻身上、手悬空调整垫子的怜爱，巨婴变成老鼠仍保留爱模仿的天性，学千寻踩印章上的怪虫，寻找锅炉爷爷下楼梯一幕更是经典，千寻紧贴着墙或用脚尖慢慢试探险峻的楼梯，一不小心踩歪快速下楼，深渊底部火车呼啸而过，镜头刻画的危险程度不断加深。,映像効果,1.0
千と千尋の神隠し,我看的第一部宫老先生的动画电影，画面很美，故事讲的也非常棒,ストーリー,0.99997792756033
千と千尋の神隠し,我看的第一部宫老先生的动画电影，画面很美，故事讲的也非常棒,映像効果,0.99997792756033
千と千尋の神隠し,想起来觉得好猛。骑乘白龙飞过大海时，千寻忽然记忆闪现，解开咒语的密码如此轻易被破解，驱动被化为无形，是对潜在无意识的记忆分析；结尾“场景重复”，但景物仿佛已经历了若干年（时间之谜），过了隧道回头看，定格，然后转身离开，电影立马结束，一气呵成，就像是布列松拍的。,映像効果,0.9999999995401001
千と千尋の神隠し,是一部经典动画巨作，虽然看完之后不知道无脸怪从哪里来的，但不影响佳作的效果,映像効果,0.9512980340957534
千と千尋の神隠し,2014年豆瓣观影报告提示，未标记此片，特此补遗。第一次看，是十年前，初二美术课。,映像効果,0.9916050636517484
千と千尋の神隠し,日本动画长片的结尾常常给我一种“世事一场大梦”的悲凉感,映像効果,0.9999914081754684
千と千尋の神隠し,《千与千寻》是宫崎骏执导 吉卜力工作室制作的 很喜欢 未来我们也可以制作画面优美故事感人的动漫,ストーリー,0.9999977032356195
千と千尋の神隠し,《千与千寻》是宫崎骏执导 吉卜力工作室制作的 很喜欢 未来我们也可以制作画面优美故事感人的动漫,映像効果,0.9999977032356195
千と千尋の神隠し,如果从玛丽苏的角度来看，电影里所有年轻男性角色都爱上了千寻，白龙，无脸男，巨婴，煤球，而年长男性角色则对她关爱有加，锅炉爷爷，河神，萝卜精。职场那一点小小的不顺只是给这些万千宠爱施展的机会。,演技,0.9999999995137405
千と千尋の神隠し,啊？我觉得很恐怖很致郁啊，不愧是很多恐怖游戏的灵感来源（比如 little nightmares），浴场也好街道也好，场景越明媚越人声鼎沸，SAN值越低。年纪小的人看出的都是治愈和成长主题，我这边……existential crisis intensifies！除了男女主之间算是一点光亮，其它都超黑的好吗（养猪场的猪仍然是人、父母完全失忆、出去后沧海桑田等等）。以及无脸男就是个stalker呀！天啊！这明明是恐怖动画。,ストーリー,0.9999999740603689
千と千尋の神隠し,啊？我觉得很恐怖很致郁啊，不愧是很多恐怖游戏的灵感来源（比如 little nightmares），浴场也好街道也好，场景越明媚越人声鼎沸，SAN值越低。年纪小的人看出的都是治愈和成长主题，我这边……existential crisis intensifies！除了男女主之间算是一点光亮，其它都超黑的好吗（养猪场的猪仍然是人、父母完全失忆、出去后沧海桑田等等）。以及无脸男就是个stalker呀！天啊！这明明是恐怖动画。,映像効果,0.9999999740603689
千と千尋の神隠し,十几年以后重温，才算看懂了其中的诸多用意和隐喻。这就是个职场神话啊，金钱对人的异化和劳动神圣的观念纠结在一起，都是宫崎骏那一代人操心的主题。传统劳动伦理遭到侵蚀，经济下行引起的生存恐惧，对今天的中国不啻盛世危言。中国上映版删掉了“神隐”，真是无聊。以及才注意到是菅原文太配的锅炉爷爷。,ストーリー,0.9999999999986913
千と千尋の神隠し,觉得自己太幸运了，在活着的时候还有机会在大荧幕上看到《千与千寻》！虽然已经不知道这是第几次观看了，甚至连台词都能提前讲出来，但每次的感动都和第一次一样。白龙和千寻飞翔在天空，鳞片散落的时候，我真是回回泪目～不知道大家是否有一样的感觉？,演技,0.999999896465883
千と千尋の神隠し,宫崎骏的动画电影都充满了正能量，这片子同样是的，说人不要太贪婪了要靠自己努力去奋斗，同时还讲了要保护自然环境，喜欢白龙和千寻。,映像効果,0.9999999285345584
千と千尋の神隠し,【Great】这部电影就像我小时候曾经做过的一个梦 ，怪诞、奇异，又没什么逻辑，却很舒服。但醒过来后，童年已经远去。多年后再回头，还是会些许希望有一名白衣少年在隧道的另一头等着我。,ストーリー,0.9999999638748109
千と千尋の神隠し,无愧于经典的名号，故事妙趣横生，画面精美绝伦，主题深刻深省。千寻这个真善美的化身，不仅不忘初心重拾自我，在成长的过程更能无视无畏最丑陋的人性，用爱救赎至亲至爱，影响感动他人。经典真是多迟看都不算晚。,ストーリー,0.9999999999999187
千と千尋の神隠し,无愧于经典的名号，故事妙趣横生，画面精美绝伦，主题深刻深省。千寻这个真善美的化身，不仅不忘初心重拾自我，在成长的过程更能无视无畏最丑陋的人性，用爱救赎至亲至爱，影响感动他人。经典真是多迟看都不算晚。,映像効果,0.9999999999999187
